DB	ID	Splice	Symbol	Taxon	Qualifier	GO ID	GO Name	Reference	Evidence	With	Aspect	Date	Source
UniProtKB	A0A024QZ23	-	TFE3	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000076864	Function	20160305	Ensembl
UniProtKB	A0A024QZQ1	-	SIRT1	9606	-	GO:0001046	core promoter sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000112595	Function	20160305	Ensembl
UniProtKB	A0A024R0N3	-	ZNF234	9606	-	GO:0001046	core promoter sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000108159	Function	20160305	Ensembl
UniProtKB	A0A024R0P6	-	FOSB	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000003640	Function	20160305	Ensembl
UniProtKB	A0A024R1A7	-	ELK1	9606	-	GO:0001047	core promoter binding	GO_REF:0000019	IEA	Ensembl:ENSRNOP00000013522	Function	20160305	Ensembl
UniProtKB	A0A024R1F0	-	XBP1	9606	-	GO:0001047	core promoter binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000054852	Function	20160305	Ensembl
UniProtKB	A0A024R1M5	-	ZNF278	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000050684	Function	20160305	Ensembl
UniProtKB	A0A024R1N6	-	SOX10	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000039466	Function	20160305	Ensembl
UniProtKB	A0A024R1N6	-	SOX10	9606	-	GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000039466	Function	20160305	Ensembl
UniProtKB	A0A024R241	-	NFIL3	9606	-	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000065363	Function	20160305	Ensembl
UniProtKB	A0A024R274	-	SMAD4	9606	-	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000025393	Function	20160305	Ensembl
UniProtKB	A0A024R3F5	-	MIZF	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000034629	Function	20160305	Ensembl
UniProtKB	A0A024R3M5	-	FLI1	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000016231	Function	20160305	Ensembl
UniProtKB	A0A024R3M5	-	FLI1	9606	-	GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000016231	Function	20160305	Ensembl
UniProtKB	A0A024R427	-	ALS2CR8	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000141169	Function	20160305	Ensembl
UniProtKB	A0A024R5Z0	-	TCF12	9606	-	GO:0035497	cAMP response element binding	GO_REF:0000019	IEA	Ensembl:ENSRNOP00000074384	Function	20160305	Ensembl
UniProtKB	A0A024R5Z0	-	TCF12	9606	-	GO:0070888	E-box binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000139365	Function	20160305	Ensembl
UniProtKB	A0A024R5Z3	-	SMAD3	9606	-	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000034973	Function	20160305	Ensembl
UniProtKB	A0A024R734	-	NFAT5	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR015646	Function	20160305	InterPro
UniProtKB	A0A024R770	-	NRF1	9606	-	GO:0001046	core promoter sequence-specific DNA binding	GO_REF:0000024	ISS	UniProtKB:Q90979	Function	20150422	AgBase
UniProtKB	A0A024R774	-	NRF1	9606	-	GO:0001046	core promoter sequence-specific DNA binding	GO_REF:0000024	ISS	UniProtKB:Q90979	Function	20150422	AgBase
UniProtKB	A0A024R804	-	MAFK	9606	-	GO:0000976	transcription regulatory region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSRNOP00000001720	Function	20160305	Ensembl
UniProtKB	A0A024R880	-	CDK9	9606	-	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000009699	Function	20160305	Ensembl
UniProtKB	A0A024R8P1	-	FOXJ1	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000038351	Function	20160305	Ensembl
UniProtKB	A0A024R919	-	PBX1	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000135516	Function	20160305	Ensembl
UniProtKB	A0A024R974	-	ELF3	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000003135	Function	20160305	Ensembl
UniProtKB	A0A024R9Q8	-	RBPSUH	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR015350	Function	20160305	InterPro
UniProtKB	A0A024RAQ1	-	CSDA	9606	-	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000032309	Function	20160305	Ensembl
UniProtKB	A0A024RAV8	-	BHLHB3	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000032386	Function	20160305	Ensembl
UniProtKB	A0A024RAV8	-	BHLHB3	9606	-	GO:0070888	E-box binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000032386	Function	20160305	Ensembl
UniProtKB	A0A024RC75	-	CHD2	9606	-	GO:0001046	core promoter sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR030485	Function	20160305	InterPro
UniProtKB	A0A024RD16	-	SRF	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000015749	Function	20160305	Ensembl
UniProtKB	A0A024RD47	-	NCOR1	9606	-	GO:0001012	RNA polymerase II regulatory region DNA binding	GO_REF:0000019	IEA	Ensembl:ENSRNOP00000072175	Function	20160305	Ensembl
UniProtKB	A0A024RDI7	-	LEF1	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000029611	Function	20160305	Ensembl
UniProtKB	A0A024RE22	-	KCNIP3	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000028850	Function	20160305	Ensembl
UniProtKB	A0A087WUP1	-	CREB3L2	9606	-	GO:0035497	cAMP response element binding	GO_REF:0000002	IEA	InterPro:IPR029804	Function	20160305	InterPro
UniProtKB	A0A087WWE2	-	POLR2A	9606	-	GO:0001047	core promoter binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000050771	Function	20160305	Ensembl
UniProtKB	A0A087X185	-	RBPJL	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR015350	Function	20160305	InterPro
UniProtKB	A0A087X1M9	-	CREB3	9606	-	GO:0035497	cAMP response element binding	GO_REF:0000002	IEA	InterPro:IPR029808	Function	20160305	InterPro
UniProtKB	A0A090N7T3	-	NEUROD6	9606	-	GO:0000978	RNA polymerase II core promoter proximal region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000047016	Function	20160305	Ensembl
UniProtKB	A0A090N8E9	-	EZH2	9606	-	GO:0001047	core promoter binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000080419	Function	20160305	Ensembl
UniProtKB	A0A0D2X7Z3	-	CRY2	9606	-	GO:0000976	transcription regulatory region sequence-specific DNA binding	GO_REF:0000019	IEA	Ensembl:ENSMUSP00000088047	Function	20160305	Ensembl
UniProtKB	A0A0D9SEQ4	-	PLAGL1	9606	-	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR027770	Function	20160305	InterPro
UniProtKB	A0A0D9SEX9	-	GLIS1	9606	-	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	GO_REF:0000002	IEA	InterPro:IPR030430	Function	20160305	InterPro
